id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19209130,"Apartment in Ixelles, 45m2, fully equipped",36941147,Ignacio,,Ixelles,50.83518,4.37126,Entire home/apt,35,14,2,2018-01-09,0.10,1,0
19216661,Bright and relaxed loft in the heart of the city !,122907676,Hakem & Co,,Bruxelles,50.8513,4.35499,Entire home/apt,100,1,75,2019-04-10,4.13,9,4
19219138,COSY APARTMENT WITH GARDEN - SCHUMAN AREA,134517609,Océane,,Saint-Josse-ten-Noode,50.84746,4.37293,Entire home/apt,65,2,12,2018-08-22,0.56,1,0
19232114,Loft avec cour intérieure Saint-Gilles,134648200,Marion,,Saint-Gilles,50.83467,4.34028,Entire home/apt,65,2,32,2019-02-25,1.50,1,0
19240451,Not for rent,134592506,Mousa,,Forest,50.8187,4.34187,Shared room,18,1,0,,,1,0
19253406,Lumineux et luxueux studio/ loft de 68 m2.,71084728,Morgane,,Schaerbeek,50.87947,4.38613,Entire home/apt,60,14,0,,,1,358
19254853,Bright & Spacious 2 bedroom apt -  heart of EU Qtr,6012452,Tom,,Bruxelles,50.84717,4.37705,Entire home/apt,89,5,49,2019-03-30,2.25,3,64
19261141,"Grande chambre double meublée, balcon, wifi, tv",134860571,Angélique,,Uccle,50.79587,4.32999,Private room,26,1,67,2019-03-06,3.18,2,201
19261520,Pleasant duplex garden near the European quarter,120333652,Sophie,,Bruxelles,50.84786,4.39107,Entire home/apt,45,2,33,2018-08-26,1.54,1,11
19263909,GP6 Grand-Place 6,79226751,Christian,,Bruxelles,50.84627,4.3517,Entire home/apt,114,1,7,2019-02-27,0.37,20,323
19268751,Appartement cosy et lumineux,134923070,David,,Uccle,50.81193,4.34515,Entire home/apt,46,2,3,2018-07-21,0.14,2,11
19278340,Luxurious and cosy penthouse with a view,6498801,Margaux,,Etterbeek,50.82919,4.40098,Entire home/apt,105,1,3,2019-01-01,0.15,2,126
19279538,Deux chambres privées dans une collocation.,10797288,Louise,,Forest,50.81751,4.338,Entire home/apt,34,1,1,2017-08-01,0.05,1,0
19285550,Classified townhouse with garden,68873202,Maarten,,Bruxelles,50.84921,4.33904,Entire home/apt,200,7,0,,,1,0
19288926,"Bright and cosy apartment in Uccle, Brussels",81229344,Thomas,,Uccle,50.81149,4.35707,Entire home/apt,55,2,12,2017-11-26,0.55,1,0
19289304,Appartement entier avec petie terasse à uccle,133603888,Mounia,,Forest,50.81488,4.33695,Entire home/apt,45,2,24,2019-03-26,1.13,1,1
19291551,Maison agréable dans le centre de bruxelles,43280756,Isa,,Auderghem,50.81629,4.41632,Entire home/apt,80,2,2,2017-08-13,0.10,1,0
19291774,Private double bedroom - 20 min. walk to center,36458040,Nathalie & Claudio,,Molenbeek-Saint-Jean,50.84912,4.32832,Private room,33,1,35,2018-09-09,1.70,2,0
19298806,Cosy bedroom in a beautiful penthouse,6498801,Margaux,,Etterbeek,50.8291,4.40141,Private room,40,1,14,2019-04-12,0.64,2,170
19300954,Smartflats Manneken Pis I - 1Bedroom - Center,2792958,Alex,,Bruxelles,50.84613,4.34956,Entire home/apt,60,1,2,2019-02-10,0.31,69,274
19301204,Appartement familial au coeur de Forest (bxls),34997618,Denis,,Forest,50.82602,4.32783,Entire home/apt,63,4,14,2018-08-25,0.66,2,0
19301932,Smartflats Manneken Pis II - 1 Bedroom - Center,2792958,Alex,,Bruxelles,50.84624,4.34976,Entire home/apt,60,1,2,2018-12-04,0.19,69,265
19301944,"Studio duplex, À 10 minutes de la commission,",82309171,Anne,,Schaerbeek,50.85542,4.38791,Entire home/apt,60,3,7,2019-01-05,0.34,1,85
19303044,Smartflats Manneken Pis III - 1 Bedroom - Center,2792958,Alex,,Bruxelles,50.84541,4.35012,Entire home/apt,60,1,15,2018-10-26,0.72,69,284
19303287,Smartflats Manneken Pis IV - 1 Bedroom - Center,2792958,Alex,,Bruxelles,50.84733,4.34999,Entire home/apt,60,1,5,2018-12-13,0.25,69,270
