id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9709170,Multicultural Antwerp neighbourhood,50128693,Azizi,,Merksem - Heide,51.25185,4.456,Entire home/apt,30,1,15,2016-07-25,0.40,1,0
9750469,Mooi appartement in Deurne,11633503,Herwin,,Deurne Dorp - Gallifort,51.22773,4.46964,Entire home/apt,39,1,0,,,1,0
9790385,Stay in the shoppinghart of Antwerp,2702001,Tom & Carla,,Universiteitsbuurt,51.22065,4.41495,Entire home/apt,62,2,199,2019-04-14,4.91,2,293
9809677,Backpackersroom !!,11087865,Rooms Antwerpen,,Universiteitsbuurt,51.22573,4.41056,Private room,34,1,203,2019-03-31,5.00,7,348
9809688,Backpackersroom !!,11087865,Rooms Antwerpen,,Universiteitsbuurt,51.22583,4.40876,Private room,34,1,125,2019-03-31,3.08,7,335
9819102,Charming art deco house with garden,12137647,Jo,,Stadspark,51.20962,4.42297,Entire home/apt,90,5,1,2016-04-05,0.03,1,0
9841738,Cozy apartment in city center,15735758,Agnes,,Stadspark,51.21116,4.41155,Entire home/apt,34,3,11,2018-10-21,0.27,1,0
9854143,A smile is our universal welcome :-),41687451,Irina & Gianpaolo,,Universiteitsbuurt,51.22287,4.40941,Entire home/apt,55,1,89,2019-03-24,2.18,1,180
9871590,Beds in Antwerp City,4261413,Jackie,,Oud - Berchem,51.20128,4.43328,Private room,44,1,10,2019-03-30,0.26,9,353
9872230,Residential House Antwerp,4261413,Jackie,,Oud - Berchem,51.19986,4.43176,Private room,60,1,0,,,9,363
9894701,"Spacious, cosy flat in the center!",47547451,Tom,,Universiteitsbuurt,51.22085,4.41057,Entire home/apt,70,2,1,2016-01-05,0.02,1,0
9911612,Room For Longterm Rent,11087865,Rooms Antwerpen,,Universiteitsbuurt,51.22614,4.41203,Private room,28,1,69,2019-04-02,1.71,7,36
9911713,Room near Mas Museum and Marina,11087865,Rooms Antwerpen,,Eilandje,51.22731,4.40983,Private room,34,1,198,2019-03-22,4.88,7,356
9911810,Room Near Mas Museum,11087865,Rooms Antwerpen,,Universiteitsbuurt,51.22531,4.40952,Private room,36,1,218,2019-04-02,5.40,7,354
9913124,Lux Loft in the heart of Historic Antwerp,50969699,Petra,,Historisch Centrum,51.22019,4.40334,Entire home/apt,159,2,135,2019-03-31,3.49,3,309
9920937,Charming appartment in trendy South,51002669,Sophie,,Zuid,51.20937,4.39018,Entire home/apt,75,1,9,2016-08-22,0.22,1,0
9965156,Charming apartment in the centre of Antwerp,13177285,Sandrine & Lukas,,Stadspark,51.21112,4.41458,Entire home/apt,32,28,4,2019-03-20,0.46,1,111
10004342,Cosy apartment close to the park,20834836,Frederik,,Nieuw - Kwartier West,51.18098,4.42446,Entire home/apt,45,3,6,2016-04-20,0.15,1,0
10015096,2 slpk appartement op toplocatie,51433236,Tinne,,Theaterbuurt-Meir,51.21225,4.40518,Entire home/apt,80,2,129,2019-03-28,3.33,1,125
10050755,Hofje- Oranje kamer (Historisch centrum),17189644,Irene,,Universiteitsbuurt,51.2246,4.41303,Private room,65,1,49,2019-03-31,1.21,2,319
10170353,101､Antwerp central station's charming apartment,52106350,Jackie,,Amandus - Atheneum,51.21851,4.42561,Entire home/apt,160,2,98,2019-04-14,2.55,3,156
10172878,Arty Penthouse Great View & Terrace,7980790,John,,Borgerhout Intra Muros Zuid,51.21007,4.43047,Entire home/apt,49,2,50,2019-03-20,1.38,1,229
10196951,Quiet stay in double room in the center of Antwerp,22962538,Roze,,Stuivenberg,51.22232,4.43674,Private room,25,1,14,2019-03-31,0.48,2,320
10220506,Great location by the river,27425148,Delphine,,Eilandje,51.23058,4.4044,Entire home/apt,120,2,20,2018-03-18,0.52,1,0
10286773,Beautiful apartment with a view,8757194,Vito,,Historisch Centrum,51.2248,4.40372,Entire home/apt,75,2,152,2019-04-07,3.88,1,23
10293949,Stadswoning bouwjaar 1939 met tuin.,52946133,Vera,,Merksem - Heide,51.25708,4.45322,Entire home/apt,70,1,0,,,1,0
10375108,Beautiful & welcoming apartment,5684460,Saskia,,Universiteitsbuurt,51.22198,4.40661,Private room,29,1,0,,,1,0
10395537,Zurenbourg Charming 8,34416465,Ima,,Zurenborg,51.20623,4.42875,Entire home/apt,80,1,20,2019-02-24,0.52,41,361
10402322,HOTEL DIAMONDS AND PEARLS BALCONY,30524577,Maarten,,Historisch Centrum,51.21916,4.39983,Private room,125,1,1,2016-05-05,0.03,12,160
10402729,HOTEL DIAMONDS AND PEARLS FAMILY 4P,30524577,Maarten,,Historisch Centrum,51.21989,4.40013,Private room,250,1,0,,,12,203
10403787,HOTEL DIAMONDS AND PEARLS TERRACE,30524577,Maarten,,Historisch Centrum,51.22011,4.399,Private room,140,1,1,2016-04-18,0.03,12,183
10404500,HOTEL DIAMONDS AND PEARLS COTTAGE,30524577,Maarten,,Historisch Centrum,51.21886,4.3997,Private room,250,1,0,,,12,169
10411697,A apartment in the heart of antwerp,52381211,Lifen,,Amandus - Atheneum,51.21911,4.42406,Entire home/apt,159,2,37,2019-01-01,0.98,1,352
10422112,Light and unique penthouse,33632853,Jeroen,,Borgerhout Intra Muros Zuid,51.21559,4.42876,Entire home/apt,130,2,35,2019-04-07,1.43,1,323
10429341,Lovely quiet room close to centre !,7541216,Valérie,,Universiteitsbuurt,51.2213,4.41272,Private room,48,3,56,2018-12-05,1.42,1,363
10464942,Charming and spacious 3 floor house.,2544484,An,,Borgerhout Intra Muros Zuid,51.21131,4.43845,Entire home/apt,129,2,14,2017-11-03,0.38,1,4
10582792,House of Books for your summer,33481052,Anne,,Borgerhout Intra Muros Zuid,51.21426,4.4288,Private room,110,10,1,2019-01-03,0.28,5,0
10593542,Modern and cozy spacious loft,7716505,Thomas,,Dam,51.23126,4.42828,Entire home/apt,50,3,0,,,2,0
10604260,Historical City Antwerp.,10026319,Marc,,Universiteitsbuurt,51.22014,4.40545,Private room,60,1,175,2019-04-14,4.44,2,355
10693965,Antwerp center city,10026319,Marc,,Historisch Centrum,51.22203,4.40495,Private room,60,1,138,2019-04-16,3.61,2,356
10712051,"Apartement ""ATELIER"" near station",55359903,Koen,,Amandus - Atheneum,51.2252,4.42046,Entire home/apt,95,1,152,2018-10-28,3.85,2,0
10741934,"Cosy, calm & bright with WiFi & free parking",49030048,Celine,,Harmonie,51.20753,4.40934,Entire home/apt,85,2,91,2019-04-14,2.75,1,309
10743570,Grand Loft in the heart of historic Antwerp,50969699,Petra,,Historisch Centrum,51.21939,4.40344,Entire home/apt,155,2,96,2019-03-24,3.55,3,245
10743610,Lux Penthouse in the heart of historic Antwerp,50969699,Petra,,Historisch Centrum,51.22103,4.40199,Entire home/apt,139,2,5,2019-03-31,0.55,3,88
10790061,ANTWERP BEDS Or one Level of the House,4261413,Jackie,,Oud - Berchem,51.19504,4.41447,Shared room,39,1,7,2017-07-29,0.28,9,362
10797386,★Bright Apt★2 BDR★in the South★breakfast nearby★,55801902,Inge,,Zuid,51.20817,4.40014,Entire home/apt,160,2,3,2019-03-31,1.43,1,77
10845191,Cosy Studio Historic Centre,56170552,Ada & Wim,,Historisch Centrum,51.22237,4.4026,Private room,35,1,235,2019-03-31,6.03,1,139
10865022,Small Loft! Beautiful Panorama!,14336753,Bert,,Brederode,51.20287,4.39347,Entire home/apt,59,2,92,2019-04-15,2.35,4,126
10870531,Charming house in calm area,32616934,Veronika,,Deurne Dorp - Gallifort,51.22201,4.46334,Private room,49,4,9,2016-12-07,0.24,1,362
10966196,Trendy Scandinavian type appartment,28580579,Christophe,,Zuid,51.21032,4.39953,Entire home/apt,68,1,0,,,1,0
11007796,Hip flat @ center of Antwerp Wifi!,43247005,Rebecca,,Historisch Centrum,51.21813,4.40057,Entire home/apt,60,1,23,2019-02-17,0.71,6,362
11036503,Antwerpen apartment 1,57272728,Lahkim,,Centraal Station,51.21815,4.41903,Entire home/apt,85,1,27,2019-02-18,0.70,4,291
11054114,antwerpen apartment 2,57272728,Lahkim,,Centraal Station,51.21905,4.41799,Entire home/apt,81,1,19,2018-08-01,0.49,4,293
11054989,antwerpen apartment 3,57272728,Lahkim,,Centraal Station,51.21801,4.41766,Entire home/apt,83,1,21,2018-02-25,0.54,4,305
11055119,antwerpen apartment 4,57272728,Lahkim,,Centraal Station,51.21769,4.4179,Entire home/apt,81,1,38,2019-03-23,0.99,4,322
11110396,"",41342418,Davinia,,Borgerhout Intra Muros Zuid,51.21377,4.44241,Entire home/apt,70,7,1,2016-04-04,0.03,2,0
11111703,New Appartement,57724118,Marc,,Borgerhout Intra Muros Zuid,51.21333,4.43093,Entire home/apt,72,5,9,2019-03-09,0.26,1,166
11114952,Spatious room in Southern Antwerp,36644257,Anton,,Sint-Andries,51.21291,4.39685,Private room,63,1,12,2017-12-10,0.33,1,0
11146224,Classy flat @ center Antwerp+WiFi!,4211892,Martin,,Historisch Centrum,51.21984,4.4018,Entire home/apt,59,1,127,2019-04-05,3.30,11,313
11205171,NEW - lovely apartment - historic A,13255065,Nathalie & Gerhard,,Universiteitsbuurt,51.22202,4.40936,Entire home/apt,65,2,114,2019-04-14,2.97,1,123
11288058,DOMIEN (gehele woning of kamer),57800268,D.,,Zuid,51.20843,4.39661,Private room,110,1,0,,,1,0
11320350,Apartment in historic center - 2nd,21926085,Vanessa,,Universiteitsbuurt,51.22139,4.40846,Entire home/apt,89,5,1,2016-12-16,0.04,3,210
11368546,Spacious room at cosy Zurenborg,59577107,Helena&Nordine,,Zurenborg,51.20873,4.43312,Private room,35,2,27,2016-10-09,0.73,1,0
11380092,Central Very quiet near University,34514505,Inneke,,Amandus - Atheneum,51.21831,4.42553,Private room,29,2,0,,,1,0
11386961,Light and space in Antwerp Zuid ap,29142151,Suzy,,Zuid,51.20966,4.38592,Entire home/apt,80,21,3,2019-03-17,0.09,3,297
11445553,"Stylish, unique Art Deco Apartment",60170301,Mike,,Harmonie,51.20897,4.40488,Entire home/apt,95,1,0,,,1,0
11470423,BOHEMIAN HOUSE ANTWERP,4261413,Jackie,,Oud - Berchem,51.20071,4.43299,Private room,380,1,6,2018-10-28,0.18,9,362
11541212,De'Lightfull Appartement,60887216,Kris,,Borgerhout Extra Muros,51.20901,4.44771,Entire home/apt,35,20,14,2019-04-13,0.39,1,334
11581510,Rustige slaapkamer in mooi appartement,61230841,Mark,,Linkeroever,51.22031,4.37684,Private room,40,1,112,2019-04-12,6.86,1,238
11583480,Sfeervol appartement,30621811,Mirjam,,Borgerhout Extra Muros,51.20273,4.44584,Entire home/apt,70,7,0,,,1,0
11594953,Spacious apartment with terrace in Antwerp,61343779,Paul,,Haringrode,51.20359,4.42284,Entire home/apt,100,1,51,2019-04-14,1.78,1,172
11631651,Resid Leguit Ap2- historical centre,19769241,Isabel,,Historisch Centrum,51.22621,4.40467,Entire home/apt,60,2,3,2016-11-19,0.08,5,0
11649861,LUXURY CENTRAL APARTMENT - Antwerp,48249191,Lieven,,Theaterbuurt-Meir,51.21622,4.41184,Entire home/apt,100,1,54,2019-04-15,1.47,1,363
11667783,Para fines de semana o feriados,23627483,Cristian,,Merksem - Heide,51.25541,4.4599,Entire home/apt,90,1,0,,,1,0
11677039,Lovely huge apartment in center,23967935,Mark,,Centraal Station,51.21826,4.41874,Entire home/apt,149,2,88,2019-04-14,2.64,1,140
11677432,"Big, modern & cosy apartment close to city centre",43450320,Denis,,Deurne Zuid Oost,51.20685,4.47203,Entire home/apt,40,2,57,2019-04-11,2.11,1,189
11702316,Entire floor of a city house in the center,7639316,David,,Zuid,51.21087,4.4,Private room,35,1,2,2019-04-14,2,1,42
11859199,Cosy studio close to city center,52779266,Nico,,Stadspark,51.20866,4.42077,Entire home/apt,48,2,88,2019-03-31,2.73,1,0
11878238,Modern fully furnished flat,11154046,Roos,,Deurne Zuid West,51.20821,4.45936,Entire home/apt,60,1,28,2018-10-07,0.88,1,0
11898838,looking for that hidden treasure??,34913046,Laila,,Theaterbuurt-Meir,51.21875,4.40751,Entire home/apt,99,1,115,2019-04-18,3.13,7,252
11956017,Wonderfull apartment with spectacular view,3709647,Nele,,Eilandje,51.22995,4.41202,Entire home/apt,140,2,32,2018-04-01,1.03,1,109
11956241,Cosy colorful flat in city center,8345136,Lola,,Theaterbuurt-Meir,51.21146,4.40532,Entire home/apt,50,2,0,,,1,0
11966187,Cosy apartment in city centre !,3845529,Evelyn,,Harmonie,51.20643,4.40459,Entire home/apt,45,2,0,,,1,0
11999418,SLEEPING ON THE GROTEMARKT 50-1,30524577,Maarten,,Historisch Centrum,51.22064,4.40203,Entire home/apt,99,1,5,2017-04-29,0.14,12,214
12000121,SLEEPING ON THE GROTE MARKT 50-2,30524577,Maarten,,Historisch Centrum,51.22202,4.40019,Entire home/apt,99,1,7,2018-08-12,0.19,12,235
12000423,SLEEPING ON THE GROTE MARKT 50-4,30524577,Maarten,,Historisch Centrum,51.22222,4.40085,Entire home/apt,99,1,10,2018-12-23,0.27,12,304
12065907,Cosy house in a very quiet street,64643964,Klaas,,Stuivenberg,51.21981,4.42906,Entire home/apt,70,2,1,2017-03-25,0.04,3,0
12100076,Fuths Loft Penthouse 85,43673173,Daan,,Centraal Station,51.21422,4.41745,Entire home/apt,119,2,6,2018-12-18,0.19,1,285
12111988,"Centraal gelegen, mooi ruim app!!",64959216,Urgamal,,Theaterbuurt-Meir,51.21854,4.41409,Entire home/apt,110,2,5,2016-08-15,0.14,1,0
12145173,GREEN HOUSE . bed.breakfast.bicycle,65199542,Annelies & Frank,,Groenenhoek,51.1947,4.44496,Private room,55,1,0,,,1,293
12215914,Cosy Atelier With City Garden,65705918,Leen,,Borgerhout Intra Muros Noord,51.21534,4.43989,Entire home/apt,60,2,56,2019-02-24,1.53,1,85
12238423,Beautiful apartment in city centre,65855928,Dries,,Stadspark,51.20899,4.41123,Entire home/apt,79,2,123,2019-01-04,3.51,5,309
12241783,Cosy apartment in a great neighbourhood,28033069,Laurent,,Stadspark,51.20978,4.40964,Private room,65,1,27,2017-08-13,0.86,1,177
12247552,Retro Arty Farty 2 bedroom flat bright with a view,62437812,Antwerp Apartment,,Nieuw - Kwartier Oost,51.17916,4.43509,Entire home/apt,89,2,14,2018-06-30,0.39,1,323
12267515,Beautiful sunny house at Zurenborg,13902684,Bert,,Haringrode,51.20592,4.42577,Entire home/apt,99,2,5,2018-07-23,0.14,1,0
12286985,Spacious & cosy apt - theater area - very central,20480662,Sofie,,Theaterbuurt-Meir,51.21323,4.40755,Entire home/apt,65,2,113,2019-04-14,3.20,1,99
12302177,Flat in historical downtown,66327500,Kristiaan,,Historisch Centrum,51.22291,4.40505,Entire home/apt,45,1,178,2019-03-31,4.94,1,265
12312880,Spacious split level room in urban oasis of calm,60969448,Bjorn,,Haringrode,51.2058,4.42025,Private room,33,2,50,2019-03-11,3.70,1,46
12340596,Very central room with terrace,10205913,Sarah,,Amandus - Atheneum,51.21877,4.42267,Entire home/apt,44,1,257,2019-04-19,8.14,3,308
12353431,Sunny Apartment in Trendy South,26618990,Lutgard,,Sint-Andries,51.21502,4.39276,Entire home/apt,99,2,14,2019-04-07,0.41,2,329
12379083,Perfect location - City apartment,33889012,Lisa,,Zuid,51.20899,4.3914,Entire home/apt,75,2,13,2019-01-05,0.74,1,0
12425295,"New bright appartment 90m2, great location",67208812,Annabel,,Harmonie,51.20972,4.40767,Entire home/apt,85,7,25,2019-03-22,0.74,1,361
12443915,Villa Einstein 1 th,67322181,Eli,,Stadspark,51.21717,4.4164,Entire home/apt,95,1,58,2019-03-08,1.64,6,199
12452412,Villa Einstein 2th,67322181,Eli,,Centraal Station,51.21723,4.41824,Entire home/apt,150,1,149,2019-03-12,4.10,6,214
12483567,House with garden near city center,61698487,Jeffrey,,Borgerhout Intra Muros Noord,51.21915,4.43968,Entire home/apt,40,3,2,2016-07-21,0.06,1,0
12509158,"Spacious loft in the center, 2 min from opera",2452987,Eveline,,Amandus - Atheneum,51.22053,4.41801,Entire home/apt,99,3,4,2019-04-07,0.25,1,291
12525953,Residentie Leguit,19769241,Isabel,,Historisch Centrum,51.22606,4.40323,Entire home/apt,70,2,2,2016-05-19,0.06,5,0
12576409,Classy flat @ center Antwerp+WiFi!,43247005,Rebecca,,Historisch Centrum,51.21828,4.39994,Entire home/apt,60,1,17,2018-09-09,0.60,6,353
12599272,Great apartment in Antwerp (15 min walk to centre),27878731,Julie,,Stadspark,51.20684,4.41476,Entire home/apt,68,1,14,2018-10-21,0.39,1,0
12637515,Duplex Apartment,67322181,Eli,,Centraal Station,51.2168,4.41844,Entire home/apt,150,1,92,2019-03-24,2.82,6,213
12639379,Light & spacious home,20368461,Lies,,Zurenborg,51.20564,4.43133,Entire home/apt,79,2,7,2018-04-02,0.25,1,0
12646547,Trendy flat @ Antwerp hotspot WI-FI,43247005,Rebecca,,Historisch Centrum,51.21959,4.40102,Entire home/apt,60,1,20,2018-08-31,0.66,6,357
12659772,"Cosy home, excellent location!",11811395,Pauline,,Zuid,51.20991,4.39932,Entire home/apt,99,1,13,2019-01-02,0.38,1,336
12693565,Apartment in historic center,21926085,Vanessa,,Universiteitsbuurt,51.22156,4.40812,Entire home/apt,89,21,5,2018-07-11,0.14,3,301
12701774,Cozy room In the historic area of Antwerp,22626488,Ziva,,Zuid,51.20642,4.38831,Private room,17,3,0,,,2,1
12732969,Renovated ground floor apartment,5655503,Daisy,,Amandus - Atheneum,51.22346,4.4243,Entire home/apt,28,30,3,2017-01-22,0.09,1,0
12734670,2 rooms + bathroom in quiet neighboorhood of A'pen,54840474,Bianca,,Borgerhout Extra Muros,51.20394,4.45228,Private room,59,5,29,2018-11-14,0.87,1,324
12746696,TOOG (ecofriendly loft apartment),3922134,Erwin,,Universiteitsbuurt,51.22382,4.40901,Entire home/apt,96,2,221,2019-04-14,6.15,1,277
12749749,Spacious appartment,20920760,Wouter,,Brederode,51.20638,4.40074,Entire home/apt,85,14,0,,,1,0
12751138,Lovely studio in historic center,21926085,Vanessa,,Universiteitsbuurt,51.22071,4.40781,Entire home/apt,89,4,16,2018-12-10,0.44,3,282
12752072,Big sunny appartement full of green,23445793,Margo,,Groenenhoek,51.19954,4.44089,Entire home/apt,60,1,19,2017-10-15,0.53,1,170
12794713,Room in a duplex in the city centre,65239345,Maarten,,Sint-Andries,51.21268,4.39795,Private room,35,1,1,2018-10-07,0.15,1,0
12825235,Resid Leguit Ap7 -historical centre,19769241,Isabel,,Historisch Centrum,51.22612,4.40277,Entire home/apt,60,2,1,2016-05-07,0.03,5,0
12838033,Le Tissu Résidence L 1 bedroom,24968524,Wim,,Stadspark,51.20969,4.41986,Entire home/apt,169,2,1,2017-09-30,0.05,3,215
12839266,Le Tissu Résidence XL 2 bedrooms,24968524,Wim,,Centraal Station,51.21115,4.42117,Entire home/apt,199,2,0,,,3,215
12862721,Beautiful and luxurious apartment for 1 - 6 guests,46432178,Jef,,Borgerhout Extra Muros,51.20949,4.44787,Entire home/apt,95,2,86,2019-04-18,2.44,1,96
12864070,Stadspark (City Park),70325465,Dries,,Stadspark,51.20972,4.42234,Entire home/apt,65,2,64,2019-04-14,1.90,1,111
12901967,Top brandnew room+private bathroom,70678810,Winok,,Nieuw - Zuid,51.20669,4.38452,Private room,19,14,1,2016-09-01,0.03,1,78
12923914,Cosy flat in city centre w/terrace,44156222,Keno,,Stadspark,51.20948,4.41242,Entire home/apt,65,3,2,2017-03-04,0.06,1,0
12925763,Top floor room. Big & sunny,7721403,Veerle,,Dam,51.23117,4.43168,Private room,45,2,20,2018-11-16,0.57,1,46
12950235,Atelier-Apartment in Center South,9962677,Pachova,,Zuid,51.20823,4.38425,Entire home/apt,61,1,69,2019-04-15,2.49,1,134
12959452,Chic flat @ center of Antwerp +WiFi,43247005,Rebecca,,Historisch Centrum,51.2214,4.39977,Entire home/apt,69,1,138,2019-04-07,3.97,6,329
12968887,75m2 appartment toplocation-city center-parkview,71339309,Willem,,Stadspark,51.21216,4.41366,Entire home/apt,79,3,28,2019-04-01,0.79,1,89
12972435,Trendy loft in hartje Antwerpen!,3654114,Davy,,Theaterbuurt-Meir,51.21976,4.41559,Entire home/apt,175,1,0,,,1,0
13020103,Studio in the heart of Antwerp,71880491,Mady,,Stadspark,51.20704,4.41559,Entire home/apt,65,1,20,2017-07-30,0.60,1,0
13027951,Amazing place in the centre of town,7180790,Sean,,Historisch Centrum,51.22316,4.40201,Entire home/apt,100,1,191,2019-03-31,6.83,1,97
13037610,Paris in 1920 Gypset Design,6983321,Roy,,Zuid,51.20689,4.39046,Entire home/apt,260,2,0,,,1,0
13039416,"Bright, central studio.",2471517,Eline,,Stadspark,51.20347,4.41352,Entire home/apt,65,2,28,2019-03-10,0.79,1,49
13054112,Central house in three floors,23246225,Johanni,,Sint-Andries,51.2168,4.40081,Entire home/apt,73,1,0,,,1,0
13058258,Top Location - Cosy & light !,62000782,Stefanie,,Zuid,51.20793,4.39221,Entire home/apt,75,1,20,2017-04-02,0.57,1,0
13098324,Nice duplex in city center,60219699,Eugene,,Stadspark,51.20807,4.41513,Entire home/apt,46,1,6,2019-04-07,4.09,10,0
13110845,Authentic Antwerp house,56580664,Steve,,Harmonie,51.20769,4.40526,Private room,45,2,12,2016-08-30,0.35,2,0
13138905,Bright green flat,3692129,Masa,,Eilandje,51.2335,4.40367,Entire home/apt,90,7,0,,,1,0
13168485,Cosy apartment in the trendy south of Antwerp!,6776640,Jens,,Brederode,51.2063,4.39887,Entire home/apt,60,2,20,2019-03-24,0.60,1,26
13189346,Beautiful Light Apartment in Trendy South Quarter,1935190,Linda,,Zuid,51.2109,4.39788,Entire home/apt,85,2,2,2019-03-28,0.07,1,0
13215436,welcome to your second home!,41185186,Soun,,Universiteitsbuurt,51.2228,4.41577,Private room,45,2,0,,,1,0
13221024,Authentic Antwerpe house 1p,56580664,Steve,,Harmonie,51.20947,4.40645,Private room,20,1,12,2016-09-24,0.35,2,0
13228969,Number 22 Antwerp Loft,6068286,Frederic Luca,,Zuid,51.21036,4.40108,Entire home/apt,115,1,72,2019-03-31,2.10,3,363
13263169,Modern woonhuis stadstuin Antwerpen Kiel + Fietsen,28086961,Kim,,Kiel,51.18994,4.37597,Entire home/apt,65,50,29,2017-11-18,0.89,1,89
13289664,Sunny cosy apartment in Antwerpen Zuid,1621883,Yole,,Zuid,51.20791,4.39135,Entire home/apt,28,14,1,2017-07-31,0.05,1,0
13306153,Romantic room with walk in shower & bubble bath...,4586965,Marie,,Valaar,51.18137,4.38893,Private room,45,1,33,2019-04-07,0.94,2,324
13307552,Spacious room in 100y house near central station,71453503,Jasper,,Borgerhout Intra Muros Zuid,51.21312,4.43319,Private room,35,1,107,2019-04-18,9.36,1,261
13336751,Relaxing apartment with great view near citycentre,75523394,Burak,,Nieuwdreef,51.24358,4.43553,Entire home/apt,75,1,13,2016-12-21,0.39,1,0
13350400,new very bright studio in the centre of Antwerp,32949554,Stéphane En Anneke,,Stadspark,51.21131,4.40808,Entire home/apt,70,2,79,2019-03-18,2.27,1,308
13354116,Penthouse near Central Station,15791392,Thierry,,Borgerhout Intra Muros Noord,51.21556,4.43742,Entire home/apt,80,5,0,,,1,0
13357371,Studio (private bathroom + kitchen),65020593,Han,,Stuivenberg,51.22025,4.43633,Entire home/apt,39,2,203,2019-04-15,5.93,1,127
13372879,"Renovated, spacious & cosy apartment in Antwerp",12108305,Stéphanie,,Tentoonstellingswijk,51.19185,4.39205,Entire home/apt,74,1,46,2019-03-31,1.39,1,208
13384582,Resid Leguit Ap4 -hist center,19769241,Isabel,,Historisch Centrum,51.2253,4.40249,Private room,60,2,0,,,5,0
13405638,Resid Leguit Ap5 - historical centre,19769241,Isabel,,Historisch Centrum,51.22671,4.40418,Entire home/apt,69,2,0,,,5,0
13420404,Mechelsesteenweg,76491763,Joris,,Harmonie,51.20793,4.40853,Private room,60,1,0,,,1,0
13422873,@CoucheCouche The Eclectic Mix,76511428,Kris,,Borgerhout Intra Muros Noord,51.21724,4.43485,Entire home/apt,100,1,48,2019-03-24,1.39,1,326
13423837,Heart of Antwerp Sunlight Studio,2188053,Hua,,Historisch Centrum,51.22012,4.39963,Entire home/apt,55,1,214,2019-04-07,6.16,2,158
13424343,@Couche CoucheThe Eclectic Mix,54177818,Kris,,Borgerhout Intra Muros Noord,51.21735,4.43383,Entire home/apt,100,1,4,2019-03-17,0.13,1,328
13426813,Charming studio in Antwerp,27585607,Christel,,Amandus - Atheneum,51.22531,4.42217,Entire home/apt,50,2,165,2019-04-11,4.78,3,115
13427359,Stylish and bright 19th century loft with terrace,6930093,"Ian, Jande En Marie",,Borgerhout Intra Muros Noord,51.21615,4.43392,Entire home/apt,161,2,97,2019-02-24,2.91,2,325
13431851,Nice studio in heart of Antwerp,76602212,Roxy,,Historisch Centrum,51.22233,4.4039,Entire home/apt,50,1,1,2016-07-17,0.03,1,0
13431990,Cosy room with private bathroom!,76605886,Jeroen,,Kiel,51.18954,4.37624,Private room,17,1,201,2019-03-31,5.83,1,95
13438024,Cosy one person room with private terrace!,24520343,Ingeborg,,Groenenhoek,51.19987,4.44399,Private room,29,1,26,2019-04-05,2.06,3,170
13443732,MUSEUMHouse Le Prince d'Anvers In the clouds,6068286,Frederic Luca,,Universiteitsbuurt,51.22115,4.4055,Entire home/apt,105,1,16,2018-03-04,0.46,3,364
13457478,Bright & quiet apartment near Central Station (2),9697887,Ken,,Borgerhout Intra Muros Noord,51.21671,4.42998,Entire home/apt,59,2,123,2019-04-08,3.61,1,67
13463319,Spacious & light 2 bedroom apartment with garden,61749084,Karmen,,Deurne Zuid West,51.20633,4.46157,Entire home/apt,55,1,18,2016-10-17,0.52,1,0
13492067,"Cosy room in shared house, Berchem",23259332,Marieke,,Oud - Berchem,51.19731,4.42236,Private room,34,1,0,,,1,0
13507479,Beautiful & bright apartment in residential area.,14414211,Tim,,Markgrave,51.20105,4.40094,Entire home/apt,46,3,6,2018-01-21,0.18,1,0
13507619,"Quiet room in the city centre,",76538613,Lilie,,Theaterbuurt-Meir,51.21298,4.4071,Private room,45,2,6,2017-08-21,0.18,1,0
13527996,Spacious bedroom with private bathroom in Berchem,31210879,Evy &  Dimitri,,Oud - Berchem,51.19892,4.42948,Private room,35,2,59,2019-04-18,1.94,1,220
13553196,Zurenbourg Charming 14,34416465,Ima,,Zurenborg,51.20634,4.42807,Entire home/apt,80,1,25,2019-04-10,0.75,41,116
13569253,Your comfy spot in Antwerp’s shopping district,34913046,Laila,,Universiteitsbuurt,51.22007,4.40763,Entire home/apt,89,2,17,2019-04-14,0.50,7,363
13584610,Spacious & bright room with private bathroom,32004216,Katrien,,Borgerhout Intra Muros Noord,51.21898,4.44285,Private room,35,2,101,2019-03-24,3.05,1,72
13584722,Light an Charming Room in a House with Garden,73380435,Zehra,,Oud - Berchem,51.19789,4.42558,Private room,20,1,1,2016-07-24,0.03,1,0
13585176,Heart of Antwerp - Modern & Bright Apartment,78437897,Yavor,,Universiteitsbuurt,51.22103,4.41379,Entire home/apt,109,1,78,2019-04-06,2.31,1,45
13585259,Cosy and sweet apartment in the heart of Antwerp,78436787,Joyce,,Historisch Centrum,51.21996,4.39889,Entire home/apt,53,2,3,2017-03-19,0.09,1,0
13595225,bright family home close to city center,20353244,Stien,,Deurne Zuid West,51.2075,4.45515,Entire home/apt,75,2,1,2016-07-28,0.03,1,0
13601093,Private room near city center,64643964,Klaas,,Stuivenberg,51.2211,4.42958,Private room,40,1,239,2019-04-16,6.95,3,113
13616722,Room in Antwerp for rent in a beautiful house,21434961,Francesca,,Brederode,51.2016,4.39899,Private room,16,6,1,2016-07-18,0.03,1,0
13640722,Modern & bright apartment near Eilandje with P,3042153,Hannes,,Eilandje,51.23077,4.41387,Entire home/apt,70,2,112,2019-04-11,6.86,1,303
